,emp_title,experience_years,state,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,total_collection_amount_ever,num_open_cc_accounts,num_cc_carrying_balance,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,has_delinquency,has_balance,has_tax_lien
5393,district conservationist,10.0,MD,MORTGAGE,99000.0,Source Verified,24.29,0,1981,0,34,14,437356,86788,0,0,6,2,0,0,debt_consolidation,individual,25000,36,6.08,761.46,A,A2,Feb-2018,Current,whole,Cash,22441.46,No Delinquencies,True,0
5394,associate professor,9.0,MO,MORTGAGE,71000.0,Not Verified,17.67,0,1996,0,24,13,259407,31078,0,0,10,3,0,0,debt_consolidation,individual,24500,60,9.93,519.71,B,B2,Jan-2018,Current,whole,Cash,22888.69,No Delinquencies,True,0
5396,delivery driver,0.0,MN,RENT,60000.0,Not Verified,12.8,0,2006,3,16,6,28818,15676,0,0,4,2,0,0,credit_card,individual,9600,36,11.99,318.82,B,B5,Jan-2018,Current,whole,Cash,8463.0,No Delinquencies,True,0
5397,store manager,4.0,IN,MORTGAGE,53000.0,Source Verified,28.96,1,2007,2,35,17,232584,82180,0,0,5,3,0,0,credit_card,individual,10625,36,5.31,319.93,A,A1,Mar-2018,Current,whole,DirectPay,9802.63,Has Delinquencies,True,0
5398,manager,6.0,DC,MORTGAGE,106686.0,Verified,19.96,0,1994,2,29,12,571202,71914,0,0,7,5,1,0,home_improvement,individual,40000,60,16.01,972.94,C,C5,Mar-2018,Current,whole,Cash,39115.59,No Delinquencies,True,1
5399,manager,6.0,PA,MORTGAGE,70400.0,Source Verified,22.08,0,1998,2,13,11,110539,33085,0,503,8,8,1,0,other,individual,24000,60,13.58,553.23,C,C2,Mar-2018,Current,whole,Cash,23145.51,No Delinquencies,True,1
5400,attorney at law,8.0,CA,RENT,100000.0,Verified,28.24,0,1999,1,24,13,169235,139788,0,584,5,3,0,0,small_business,individual,30000,60,14.07,699.14,C,C3,Mar-2018,Current,whole,Cash,28945.56,No Delinquencies,True,0
5401,director of detention services,10.0,NC,MORTGAGE,120000.0,Source Verified,23.28,0,1996,0,41,15,342853,66206,0,0,11,7,0,0,debt_consolidation,individual,21000,36,7.35,651.79,A,A4,Feb-2018,Current,fractional,Cash,18888.04,No Delinquencies,True,0
5402,manager,6.0,WI,OWN,40000.0,Verified,16.26,0,1991,0,17,9,209459,42465,0,0,7,5,0,0,debt_consolidation,joint,18000,60,10.42,386.18,B,B3,Jan-2018,Current,whole,Cash,16830.46,No Delinquencies,True,0
5403,production artist/retoucher,1.0,WA,RENT,75000.0,Not Verified,6.29,0,1997,1,12,6,25500,12429,0,0,5,3,0,0,debt_consolidation,individual,12000,60,10.42,257.46,B,B3,Feb-2018,Current,whole,Cash,11378.93,No Delinquencies,True,0
5404,credit administrator,10.0,SC,MORTGAGE,107000.0,Not Verified,9.79,0,2001,0,27,11,331553,63592,0,0,5,3,0,0,debt_consolidation,individual,40000,60,7.35,798.67,A,A4,Feb-2018,Current,whole,Cash,37764.89,No Delinquencies,True,0
5405,aro,10.0,NY,OWN,59000.0,Not Verified,18.26,0,2012,4,17,11,65208,42827,0,379,9,4,0,0,other,individual,6000,36,11.99,199.26,B,B5,Jan-2018,Current,whole,Cash,5289.39,No Delinquencies,True,0
5406,analyst,2.0,KY,MORTGAGE,85000.0,Not Verified,10.29,0,1999,0,13,9,119703,56804,0,0,6,2,0,1,credit_card,joint,20000,36,7.34,620.66,A,A4,Feb-2018,Current,whole,Cash,17988.33,No Delinquencies,True,0
5407,sales & marketing,3.0,PA,MORTGAGE,50000.0,Source Verified,22.13,0,1994,1,35,17,149426,40303,0,0,15,10,0,1,credit_card,individual,24000,60,9.93,509.11,B,B2,Feb-2018,Current,whole,DirectPay,22742.46,No Delinquencies,True,0
5408,registered nurse,10.0,WA,MORTGAGE,65000.0,Not Verified,44.7,0,2001,3,28,18,149308,101004,0,0,15,10,0,0,debt_consolidation,joint,35000,60,13.58,806.79,C,C2,Mar-2018,In Grace Period,whole,Cash,34173.94,No Delinquencies,True,0
5409,shop forman ,6.0,TX,MORTGAGE,60000.0,Not Verified,23.56,0,2000,3,25,11,256054,71234,0,0,8,3,0,0,credit_card,individual,2500,36,7.35,77.6,A,A4,Jan-2018,Current,whole,Cash,2184.72,No Delinquencies,True,0
5410,towtruck driver,10.0,AZ,RENT,45000.0,Not Verified,31.44,0,2003,5,26,18,100493,21958,0,808,16,5,0,0,credit_card,individual,10000,60,14.07,233.05,C,C3,Mar-2018,Current,fractional,Cash,9648.51,No Delinquencies,True,0
5411,sr software engineer,10.0,MN,MORTGAGE,85000.0,Source Verified,27.12,0,1995,0,27,17,420071,70027,0,249,12,10,0,0,credit_card,individual,30000,36,11.99,996.29,B,B5,Feb-2018,Current,fractional,Cash,27171.8,No Delinquencies,True,0
5412,field foreman ,10.0,LA,OWN,110000.0,Not Verified,12.28,0,1998,0,13,5,74257,44549,0,0,3,2,0,0,other,individual,12500,36,9.44,400.07,B,B1,Jan-2018,Current,whole,Cash,10967.39,No Delinquencies,True,0
5413,vice president ,6.0,NY,RENT,240000.0,Verified,2.99,0,1988,0,28,11,80746,20929,0,0,10,5,0,0,other,individual,15000,36,5.31,451.66,A,A1,Mar-2018,Current,whole,Cash,13839.02,No Delinquencies,True,0
5414,msg,10.0,NC,MORTGAGE,65000.0,Verified,28.31,0,1997,0,15,7,306314,31801,0,0,3,3,0,0,home_improvement,individual,20000,60,14.08,466.2,C,C3,Feb-2018,Current,whole,Cash,19059.39,No Delinquencies,True,0
5416,human resources,2.0,VA,MORTGAGE,36000.0,Source Verified,12.23,0,2008,2,19,12,42200,20007,0,0,12,8,0,0,debt_consolidation,individual,25000,60,14.07,582.62,C,C3,Mar-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
5417,materials specialist ii,10.0,CA,MORTGAGE,60000.0,Source Verified,12.02,0,2001,2,19,10,297216,20611,0,131,7,5,0,0,debt_consolidation,individual,13150,36,6.72,404.36,A,A3,Feb-2018,Current,fractional,DirectPay,11815.97,No Delinquencies,True,0
5418,owner,1.0,AZ,MORTGAGE,80000.0,Source Verified,4.65,1,2005,3,26,7,189933,13745,0,0,5,2,0,0,credit_card,individual,4000,36,5.31,120.45,A,A1,Mar-2018,Current,fractional,DirectPay,3690.38,Has Delinquencies,True,0
5419,business manager,10.0,MO,MORTGAGE,129000.0,Source Verified,17.19,0,2011,5,18,10,389325,136811,0,0,7,2,0,0,home_improvement,individual,40000,60,9.44,838.91,B,B1,Feb-2018,Current,whole,Cash,37878.29,No Delinquencies,True,0
5420,executive assistant ,0.0,TX,RENT,62000.0,Not Verified,20.79,0,1983,0,10,10,79977,30500,0,0,6,3,0,0,debt_consolidation,individual,9000,36,6.08,274.13,A,A2,Feb-2018,Current,whole,Cash,8078.9,No Delinquencies,True,0
5421,sr loan processor ,6.0,OH,OWN,75000.0,Verified,19.98,0,2008,1,14,9,179085,26114,0,3554,4,4,0,0,credit_card,individual,20000,60,18.45,512.78,D,D2,Feb-2018,Current,whole,Cash,19374.64,No Delinquencies,True,0
5422,accountant,10.0,TX,MORTGAGE,55000.0,Not Verified,22.67,0,1994,5,33,19,263545,49424,0,0,16,8,0,0,debt_consolidation,individual,4200,36,10.9,137.31,B,B4,Mar-2018,Current,whole,Cash,3899.81,No Delinquencies,True,0
5423,claims customer service,10.0,TX,OWN,72949.0,Source Verified,6.02,0,1996,1,26,10,88600,84388,0,0,8,4,0,0,credit_card,individual,20000,60,14.08,466.2,C,C3,Feb-2018,Current,whole,Cash,19057.72,No Delinquencies,True,0
5424,avp of edi,9.0,CA,MORTGAGE,216000.0,Source Verified,4.27,0,2008,3,39,21,799236,51362,0,0,17,2,1,0,debt_consolidation,individual,25000,60,9.93,530.32,B,B2,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,1
5425,owner,10.0,WY,RENT,55000.0,Source Verified,89.07,0,1995,4,28,17,194509,124062,0,0,9,6,0,0,other,joint,23000,36,10.9,751.91,B,B4,Mar-2018,Current,whole,Cash,21356.18,No Delinquencies,True,0
5426,teacher,10.0,GA,RENT,82500.0,Not Verified,26.98,0,2002,2,40,20,122475,77744,0,0,15,8,0,1,debt_consolidation,individual,24000,60,15.05,571.59,C,C4,Jan-2018,Current,whole,Cash,22612.69,No Delinquencies,True,0
5427,administrator,10.0,VA,RENT,88000.0,Not Verified,12.21,1,1996,0,28,12,88247,29591,0,0,10,5,0,0,credit_card,individual,24000,36,7.35,744.9,A,A4,Jan-2018,Current,whole,Cash,20973.65,Has Delinquencies,True,0
5428,nurse,0.0,MN,RENT,85000.0,Verified,53.25,0,2013,2,23,14,167378,106532,0,0,8,4,0,0,debt_consolidation,joint,30150,36,26.3,1219.59,E,E5,Jan-2018,Current,fractional,Cash,27230.8,No Delinquencies,True,0
5429,networks,10.0,NY,RENT,75000.0,Verified,28.82,0,2001,4,37,9,97191,34189,0,0,5,1,0,0,debt_consolidation,joint,40000,36,5.31,1204.42,A,A1,Feb-2018,Current,whole,Cash,36904.08,No Delinquencies,True,0
5430,distribution,8.0,GA,MORTGAGE,65000.0,Not Verified,20.66,0,2004,0,10,6,241361,33852,0,0,2,2,0,0,debt_consolidation,individual,20000,60,9.93,424.26,B,B2,Feb-2018,Current,whole,Cash,18952.04,No Delinquencies,True,0
5431,program analyst,2.0,OR,MORTGAGE,65900.0,Not Verified,39.57,0,2001,3,12,8,478322,81832,0,54,4,4,0,1,credit_card,joint,24000,60,18.06,610.23,D,D2,Jan-2018,Current,whole,Cash,22716.8,No Delinquencies,True,0
5432,manager,6.0,NC,MORTGAGE,0.0,Not Verified,,0,2001,1,22,17,210600,27885,0,134,15,10,0,0,credit_card,joint,8000,36,10.9,261.54,B,B4,Mar-2018,Current,whole,Cash,7428.22,No Delinquencies,True,0
5433,billing specialist,2.0,KY,MORTGAGE,34320.0,Not Verified,33.78,0,2006,1,36,9,179918,39950,0,0,5,4,0,0,credit_card,joint,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,9002.87,No Delinquencies,True,0
5434,area director of sales,4.0,NY,RENT,112000.0,Not Verified,8.64,2,2005,1,17,12,144803,21041,0,0,8,4,0,0,home_improvement,individual,15000,36,9.93,483.52,B,B2,Jan-2018,Current,whole,Cash,13173.04,Has Delinquencies,True,0
5435,films clerk,10.0,TX,MORTGAGE,59000.0,Source Verified,25.94,0,2002,2,9,7,256728,68598,0,0,4,2,0,0,medical,individual,6300,36,7.35,195.54,A,A4,Feb-2018,Current,whole,Cash,5666.4,No Delinquencies,True,0
5436,managing director,4.0,WY,MORTGAGE,750000.0,Source Verified,9.63,1,1985,3,32,10,886199,212773,0,0,5,4,1,0,debt_consolidation,individual,35000,36,14.08,1197.58,C,C3,Jan-2018,Current,whole,Cash,30972.01,Has Delinquencies,True,1
5437,manager,6.0,NY,MORTGAGE,85000.0,Not Verified,18.07,0,1991,0,22,13,368927,66199,0,0,9,8,0,0,debt_consolidation,individual,38000,60,10.91,824.51,B,B4,Mar-2018,Current,whole,DirectPay,37037.58,No Delinquencies,True,0
5438,pharmacy tech,5.0,WI,MORTGAGE,33000.0,Verified,22.25,0,2004,0,50,20,173006,25598,0,0,13,6,0,0,debt_consolidation,individual,5300,36,19.03,194.36,D,D3,Jan-2018,Current,whole,Cash,4730.67,No Delinquencies,True,0
5439,manager,6.0,CA,OWN,104000.0,Source Verified,2.43,1,2002,0,10,7,16800,1517,0,0,7,3,0,0,debt_consolidation,individual,10000,36,7.35,310.38,A,A4,Mar-2018,Current,fractional,Cash,9248.02,Has Delinquencies,True,0
5440,sales representative t,6.0,FL,OWN,92000.0,Source Verified,17.94,2,1992,3,18,11,112087,57802,0,60,10,7,0,0,debt_consolidation,individual,20000,36,10.42,649.3,B,B3,Feb-2018,Current,whole,Cash,18074.08,Has Delinquencies,True,0
5441,rn,5.0,NH,RENT,50000.0,Source Verified,18.7,0,2003,1,10,8,34162,24535,0,0,7,7,0,0,credit_card,individual,14000,36,16.02,492.34,C,C5,Jan-2018,Current,fractional,Cash,12431.48,No Delinquencies,True,0
5442,workforce development consultant,0.0,NY,MORTGAGE,98000.0,Source Verified,21.27,0,2008,1,19,13,58138,37442,0,0,9,8,0,0,debt_consolidation,individual,28000,60,21.45,764.6,D,D5,Jan-2018,Current,whole,Cash,26631.44,No Delinquencies,True,0
5444,office manager,5.0,WA,MORTGAGE,46000.0,Verified,24.47,0,2006,0,21,8,70720,58841,0,0,6,5,0,0,debt_consolidation,individual,6700,36,14.08,229.26,C,C3,Jan-2018,Current,fractional,Cash,5928.88,No Delinquencies,True,0
5445,tool maker ,10.0,CT,RENT,80000.0,Not Verified,20.91,0,2004,2,33,13,211264,113537,0,0,10,2,0,0,credit_card,individual,8000,36,7.34,248.27,A,A4,Mar-2018,Current,whole,Cash,7398.32,No Delinquencies,True,0
5446,deputy warden,10.0,OK,MORTGAGE,64106.0,Source Verified,33.04,0,2004,0,15,9,106107,29725,0,0,6,6,0,0,credit_card,individual,25000,36,16.02,879.18,C,C5,Feb-2018,Current,whole,Cash,22774.2,No Delinquencies,True,0
5448,national sales ,3.0,NE,RENT,103000.0,Not Verified,14.69,0,2004,2,30,15,323720,43692,0,0,9,7,0,1,credit_card,individual,27200,60,12.62,613.61,C,C1,Feb-2018,Current,whole,Cash,25868.96,No Delinquencies,True,0
5449,resource specialist/program manager,3.0,CA,RENT,53000.0,Not Verified,21.13,0,1998,0,25,18,106866,81307,0,0,6,2,0,0,car,individual,6600,36,7.35,204.85,A,A4,Feb-2018,Current,fractional,Cash,5936.23,No Delinquencies,True,0
5451,health assistant,2.0,AZ,RENT,18000.0,Verified,31.33,0,2004,2,44,9,28385,11776,0,0,8,4,0,1,debt_consolidation,joint,9000,36,9.93,290.11,B,B2,Jan-2018,Current,fractional,Cash,7903.83,No Delinquencies,True,0
5452,teacher,9.0,TN,MORTGAGE,36900.0,Not Verified,22.57,0,2003,1,17,9,206205,22495,0,0,5,5,0,0,debt_consolidation,individual,10000,60,9.43,209.68,B,B1,Feb-2018,Current,whole,Cash,9469.4,No Delinquencies,True,0
5453,dealer,0.0,NY,OWN,35000.0,Not Verified,12.72,0,1995,0,22,10,129691,11164,0,0,8,4,0,0,credit_card,individual,9000,36,5.31,271.0,A,A1,Mar-2018,Current,whole,DirectPay,8536.63,No Delinquencies,True,0
5454,contractor,10.0,CA,RENT,40000.0,Source Verified,21.42,0,2014,1,12,7,51288,41181,0,0,5,3,0,0,credit_card,individual,16000,36,17.09,571.17,D,D1,Jan-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
5455,technician ,7.0,NY,MORTGAGE,75000.0,Not Verified,11.2,1,1994,0,26,8,308752,15698,0,0,5,2,0,0,other,joint,16000,60,9.93,339.41,B,B2,Feb-2018,Current,whole,Cash,15161.63,Has Delinquencies,True,0
5456,driver,1.0,MO,RENT,80000.0,Source Verified,18.15,0,2008,1,37,19,85231,75187,0,101,15,10,0,0,debt_consolidation,joint,30000,60,19.03,778.72,D,D3,Jan-2018,Current,whole,Cash,28436.33,No Delinquencies,True,0
5457,manager,6.0,NY,MORTGAGE,105000.0,Verified,17.66,1,2005,4,16,10,534441,40552,0,0,7,6,0,0,debt_consolidation,individual,35000,60,17.47,878.71,D,D1,Mar-2018,Current,whole,Cash,33876.29,Has Delinquencies,True,0
5458,quality assurance engineer,2.0,CA,RENT,78500.0,Not Verified,17.53,0,2009,1,14,12,140892,57432,0,0,9,5,0,0,debt_consolidation,individual,9000,36,7.34,279.3,A,A4,Mar-2018,Current,fractional,Cash,8323.13,No Delinquencies,True,0
5460,teacher,10.0,MD,OWN,105000.0,Not Verified,22.54,0,1998,0,28,17,412453,65633,0,0,10,3,0,0,credit_card,individual,16000,36,6.72,491.99,A,A3,Feb-2018,Current,whole,Cash,14376.87,No Delinquencies,True,0
5462,crane operator,6.0,PA,RENT,68000.0,Source Verified,23.28,0,2007,4,32,9,61367,43894,1,1090,3,2,0,0,credit_card,individual,21000,60,16.02,510.91,C,C5,Jan-2018,Current,whole,Cash,19816.01,No Delinquencies,True,0
5463,sr buyer,10.0,TX,MORTGAGE,73000.0,Verified,15.09,0,2002,1,32,15,351005,45653,0,0,13,6,0,0,debt_consolidation,individual,25000,36,6.72,768.74,A,A3,Feb-2018,Current,fractional,Cash,23103.2,No Delinquencies,True,0
5464,rural carrier,10.0,MS,OWN,60372.0,Not Verified,13.3,0,1997,1,34,12,42467,10964,0,0,10,6,0,0,other,individual,3000,36,9.93,96.71,B,B2,Jan-2018,Current,fractional,Cash,2634.58,No Delinquencies,True,0
5465,owner ,6.0,MO,MORTGAGE,60000.0,Verified,19.64,0,2007,1,12,5,147430,31708,0,5264,2,2,0,0,home_improvement,individual,35000,60,21.45,955.75,D,D5,Jan-2018,Current,whole,Cash,33289.3,No Delinquencies,True,0
5466,chief estimator,7.0,CA,RENT,157000.0,Source Verified,5.74,0,2013,2,22,16,90012,34577,0,0,13,8,1,0,debt_consolidation,individual,35000,60,12.61,789.39,C,C1,Feb-2018,Current,whole,Cash,33721.87,No Delinquencies,True,1
5468,registered nurse,7.0,CA,RENT,140000.0,Not Verified,3.23,0,2001,0,9,4,15800,14402,0,0,4,3,0,0,other,individual,10000,36,11.99,332.1,B,B5,Feb-2018,Current,fractional,Cash,7715.12,No Delinquencies,True,0
5469,manager,6.0,NY,OWN,44100.0,Source Verified,10.69,0,1972,1,20,16,81050,30834,0,0,14,7,0,0,debt_consolidation,individual,18000,36,6.08,548.25,A,A2,Jan-2018,Current,whole,Cash,15691.48,No Delinquencies,True,0
5470,systems analyst,6.0,CT,RENT,90000.0,Source Verified,10.33,0,2012,0,6,4,38622,33267,0,0,2,2,0,0,debt_consolidation,individual,17000,60,18.45,435.87,D,D2,Mar-2018,Current,whole,Cash,16468.43,No Delinquencies,True,0
5471,cip compliance specialist,5.0,OR,RENT,105000.0,Source Verified,12.54,0,2014,0,9,9,51112,30340,0,0,6,6,0,0,small_business,individual,1200,36,24.85,47.62,E,E3,Jan-2018,Current,fractional,Cash,1081.34,No Delinquencies,True,0
5472,area operation supervisor,1.0,OR,MORTGAGE,53038.52,Source Verified,8.92,0,1994,1,16,7,166105,16340,0,0,6,5,0,0,debt_consolidation,individual,20000,36,14.08,684.33,C,C3,Feb-2018,Current,whole,Cash,17842.53,No Delinquencies,True,0
5473,residential assistant manager,4.0,NC,MORTGAGE,40000.0,Source Verified,15.0,0,2001,2,14,10,166701,11286,0,0,8,7,0,0,debt_consolidation,joint,20000,60,15.05,476.33,C,C4,Feb-2018,Current,whole,Cash,19080.9,No Delinquencies,True,0
5475,bridge tender,3.0,FL,MORTGAGE,79584.0,Not Verified,17.08,0,1985,1,40,16,356877,137867,0,0,8,4,0,0,debt_consolidation,joint,15600,36,6.72,479.69,A,A3,Jan-2018,Current,whole,Cash,13616.26,No Delinquencies,True,0
5476,teacher,10.0,MN,MORTGAGE,61000.0,Not Verified,25.65,0,1992,2,31,15,171656,36135,0,0,10,7,0,0,debt_consolidation,individual,8000,36,6.71,245.96,A,A3,Feb-2018,Current,whole,Cash,7188.32,No Delinquencies,True,0
5477,registered nurse,1.0,ID,RENT,30000.0,Source Verified,10.52,0,2001,2,10,2,59570,46932,0,0,1,1,0,0,major_purchase,individual,20000,36,9.44,640.1,B,B1,Feb-2018,Fully Paid,whole,Cash,0.0,No Delinquencies,True,0
5478,postdoctoral research associate,2.0,IL,RENT,54000.0,Source Verified,6.31,0,2008,1,9,3,22200,14527,0,0,3,2,0,0,major_purchase,individual,3000,36,9.44,96.02,B,B1,Jan-2018,Current,fractional,Cash,1356.53,No Delinquencies,True,0
5479,laborer,0.0,AR,MORTGAGE,57000.0,Verified,27.79,0,2007,4,27,14,246297,67093,0,0,11,4,0,0,credit_card,joint,32000,60,10.42,686.54,B,B3,Feb-2018,Current,whole,Cash,29999.7,No Delinquencies,True,0
5481,cook,2.0,NV,MORTGAGE,43000.0,Source Verified,19.7,0,2000,2,26,7,254695,25493,0,0,4,4,0,0,debt_consolidation,individual,5000,36,9.93,161.18,B,B2,Feb-2018,Current,whole,Cash,4514.8,No Delinquencies,True,0
5483,owner,10.0,AZ,RENT,50000.0,Not Verified,16.61,0,1997,0,28,10,33900,14532,0,0,8,7,0,1,debt_consolidation,joint,13000,36,9.44,416.07,B,B1,Jan-2018,Current,whole,Cash,11406.1,No Delinquencies,True,0
5484,general manager,0.0,DC,MORTGAGE,100000.0,Verified,18.42,0,1999,1,29,14,629928,96626,0,0,8,8,0,0,credit_card,joint,16000,36,11.99,531.36,B,B5,Jan-2018,Current,whole,DirectPay,14105.03,No Delinquencies,True,0
5486,student services senior professional,2.0,CO,RENT,65000.0,Source Verified,33.81,0,1999,0,43,14,91631,42936,0,0,11,8,0,0,debt_consolidation,individual,30000,36,13.58,1019.22,C,C2,Mar-2018,Current,whole,Cash,27937.68,No Delinquencies,True,0
5487,assistant manager,3.0,AZ,RENT,32000.0,Not Verified,36.01,0,2014,0,6,5,56083,36933,0,0,3,2,0,0,credit_card,individual,6600,36,7.35,204.85,A,A4,Mar-2018,Current,whole,DirectPay,6103.7,No Delinquencies,True,0
5488,it specialist,10.0,GA,MORTGAGE,84000.0,Not Verified,4.64,2,2007,2,39,17,219868,10575,0,0,14,4,0,1,debt_consolidation,individual,10500,36,7.97,328.89,A,A5,Jan-2018,Current,whole,Cash,8849.81,Has Delinquencies,True,0
5490,registered nurse,10.0,SD,MORTGAGE,54000.0,Not Verified,12.82,1,1999,2,28,9,31800,6812,0,0,7,2,0,0,credit_card,individual,3800,36,9.43,121.61,B,B1,Mar-2018,Current,whole,Cash,3522.59,Has Delinquencies,True,0
5491,chef,10.0,MA,RENT,44640.0,Source Verified,0.0,2,2007,2,4,3,11800,0,0,0,3,0,0,0,other,individual,20000,36,14.07,684.24,C,C3,Mar-2018,Fully Paid,whole,Cash,0.0,Has Delinquencies,False,0
5492,tech,2.0,MO,MORTGAGE,42000.0,Source Verified,32.0,0,2004,2,20,12,218108,49464,0,570,8,4,0,0,credit_card,joint,18000,36,20.0,668.95,D,D4,Jan-2018,Current,whole,Cash,16092.71,No Delinquencies,True,0
5493,nurse,10.0,OH,OWN,100000.0,Verified,7.7,0,2003,2,17,8,31381,11601,0,485,6,4,0,1,home_improvement,individual,40000,36,9.43,1280.01,B,B1,Mar-2018,Current,whole,Cash,38061.06,No Delinquencies,True,0
5495,solution architect,4.0,FL,MORTGAGE,166000.0,Source Verified,14.6,0,2005,4,24,16,458659,83873,0,0,12,10,0,1,credit_card,individual,30000,36,15.05,1040.7,C,C4,Jan-2018,Fully Paid,whole,DirectPay,0.0,No Delinquencies,True,0
5496,ux development manager,5.0,MI,MORTGAGE,90000.0,Not Verified,4.33,0,2002,0,21,7,184677,19237,0,0,4,2,0,0,debt_consolidation,joint,15000,60,9.92,318.12,B,B2,Mar-2018,Current,whole,Cash,14412.81,No Delinquencies,True,0
5498,head pressman,10.0,KY,OWN,42000.0,Verified,20.54,0,2002,3,13,9,44729,35079,0,0,8,7,0,0,home_improvement,individual,20000,60,13.58,461.03,C,C2,Mar-2018,Current,whole,Cash,19287.91,No Delinquencies,True,0
5500,irb coordinaor,10.0,TX,OWN,58544.0,Source Verified,21.6,0,1986,0,22,10,75065,46306,0,0,8,6,0,0,debt_consolidation,individual,30000,36,10.42,973.95,B,B3,Feb-2018,Current,whole,Cash,27108.81,No Delinquencies,True,0
5501,owner,6.0,FL,MORTGAGE,50000.0,Not Verified,22.49,0,2007,0,17,9,110537,21835,0,183,5,4,0,0,debt_consolidation,individual,2800,36,16.02,98.47,C,C5,Jan-2018,Current,whole,Cash,2486.28,No Delinquencies,True,0
5502,laborer,1.0,NC,RENT,45000.0,Source Verified,15.44,0,2004,2,4,2,19197,16474,0,0,1,1,0,0,debt_consolidation,individual,10000,60,20.0,264.94,D,D4,Jan-2018,Current,whole,Cash,9596.97,No Delinquencies,True,0
5503,customer service,6.0,OH,MORTGAGE,39000.0,Verified,12.92,0,2005,1,13,9,173824,32627,0,0,7,7,0,0,credit_card,individual,12000,60,12.62,270.71,C,C1,Feb-2018,Current,whole,DirectPay,11412.78,No Delinquencies,True,0
5505,teacher,5.0,MA,MORTGAGE,65000.0,Source Verified,25.96,1,2004,2,25,13,54954,38841,0,0,7,5,0,0,debt_consolidation,individual,10000,36,18.45,363.79,D,D2,Mar-2018,Current,whole,Cash,9576.69,Has Delinquencies,True,0
5507,surgical tech,2.0,FL,OWN,48000.0,Verified,10.45,0,2009,3,13,10,109726,8655,0,0,8,4,0,0,house,individual,1675,36,9.43,53.61,B,B1,Mar-2018,Current,whole,Cash,1552.7,No Delinquencies,True,0
5508,coverage partner,10.0,TX,OWN,28000.0,Not Verified,29.66,0,2006,0,11,8,51900,21739,0,0,7,4,0,0,credit_card,individual,16000,36,10.42,519.44,B,B3,Feb-2018,Current,whole,Cash,14458.03,No Delinquencies,True,0
5509,district hr mgr,10.0,CA,MORTGAGE,90000.0,Source Verified,32.37,0,1990,4,28,19,572700,86975,0,0,13,10,0,0,debt_consolidation,individual,8500,36,16.02,298.92,C,C5,Jan-2018,Current,whole,Cash,7547.69,No Delinquencies,True,0
5510,admissions counselor,0.0,OH,MORTGAGE,35000.0,Not Verified,39.37,2,2007,0,29,15,233873,157364,0,0,4,4,0,0,home_improvement,joint,20000,36,11.98,664.1,B,B5,Mar-2018,Current,whole,Cash,18592.74,Has Delinquencies,True,0
5511,foreman,4.0,LA,MORTGAGE,70000.0,Verified,13.0,0,2010,1,13,4,240201,7620,1,0,1,0,0,0,other,individual,8000,36,19.42,294.95,D,D3,Mar-2018,Current,whole,Cash,7495.47,No Delinquencies,False,0
5512,vice president,6.0,CA,RENT,140000.0,Not Verified,10.38,0,2011,0,18,14,83274,41888,0,0,12,9,0,0,debt_consolidation,individual,30000,36,10.91,980.89,B,B4,Jan-2018,Current,whole,Cash,27128.58,No Delinquencies,True,0
5513,driver,10.0,WV,RENT,27000.0,Source Verified,5.11,0,2011,5,5,1,5300,3501,0,0,1,1,0,0,house,individual,20000,60,21.45,546.15,D,D5,Feb-2018,In Grace Period,whole,Cash,19423.87,No Delinquencies,True,0
5514,customer resolution manager ,10.0,NH,MORTGAGE,59000.0,Not Verified,50.47,0,1990,4,35,17,374752,79910,0,0,11,8,0,0,debt_consolidation,joint,2500,36,25.81,100.48,E,E4,Mar-2018,Current,whole,Cash,2356.84,No Delinquencies,True,0
5515,director of information services,10.0,NC,OWN,110100.0,Not Verified,25.71,0,1989,0,19,7,153779,107199,0,0,4,4,0,0,debt_consolidation,individual,40000,36,7.96,1252.72,A,A5,Mar-2018,Current,whole,Cash,37018.14,No Delinquencies,True,0
5516,manager,6.0,NY,MORTGAGE,52680.0,Verified,23.51,0,1972,5,31,11,288670,42667,0,0,8,7,0,0,debt_consolidation,joint,19950,60,30.17,647.54,F,F3,Jan-2018,Late (31-120 days),whole,Cash,19804.03,No Delinquencies,True,0
5517,financial advisor,2.0,LA,MORTGAGE,44668.0,Verified,49.78,0,2003,2,24,9,419201,87175,0,0,5,4,0,0,credit_card,joint,26250,36,12.62,879.67,C,C1,Jan-2018,Current,whole,Cash,23167.81,No Delinquencies,True,0
5519,hotel manager,4.0,IN,OWN,90000.0,Source Verified,10.27,0,2006,2,15,10,72136,23352,0,874,7,4,0,0,debt_consolidation,individual,40000,60,11.99,889.58,B,B5,Feb-2018,Current,whole,Cash,26957.82,No Delinquencies,True,0
